participant_id,session_id,block_index,task_index,question_index,task_type,condition,time_s,answer,answer_correct,confidence,helpfulness,chat_turn_count,hidden_count,hide_recall,ctrl_f_count,text_select_count,click_count,mouse_move_px,page_visit_count,question_or_task
81,81,5,2,1,hide,control,41.146,failed,,guessed,,0,0,0.0,1,0,0,8192,0,Hide conference acceptance notifitcations
88,88,3,1,1,guide,extension,102.559,completed,,very,very,1,0,,0,0,0,0,2,How can you highlight duplicate values in a column using conditional formatting?
95,95,3,1,1,guide,control,139.343,failed,,guessed,,0,0,,0,0,0,0,0,How can you highlight duplicate values in a column using conditional formatting?
90,90,4,2,0,hide,control,123.807,partial,,notsure,,0,0,0.0,0,0,13,9453,2,Hide videos that are not related to Optimal Transport
94,94,5,2,1,hide,extension,51.709,failed,,guessed,unused,1,0,0.089,0,0,5,9279,2,hideo videos that have advance skills of badminton
88,88,4,2,0,hide,control,45.149,failed,,notsure,,0,3,0.091,1,0,3,14100,0,Hide posts about credit
90,90,5,2,1,hide,extension,66.149,failed,,guessed,not,1,0,0.0,0,0,0,11781,0,hide negative comments about taylor swift
88,88,5,2,1,hide,extension,41.385,completed,,very,unused,1,7,0.6,0,0,10,4488,0,Hide negative comments about ronaldo
105,105,0,0,0,find,extension,54.762,About 2°F (1°C) warmer,True,somewhat,very,1,0,,0,0,0,1768,0,How much has global temperature increased since the late 19th century?
104,104,0,0,0,find,control,44.02,Approximately $2.08 billion,True,somewhat,,0,0,,0,0,0,1737,0,How much did Taylor Swift earn from the Eras Tour?
101,101,0,0,0,find,extension,45.235,About 20% has been cleared or degraded,True,somewhat,somewhat,1,0,,0,0,0,505,0,How much of the Amazon rainforest has been lost?
107,107,0,0,0,find,extension,22.939,Hornillos Stream,False,somewhat,unused,0,0,,1,0,0,447,0,Which stream emerges from Nevado Mismi before eventually contributing to the Apurímac River system?
100,100,0,0,0,find,control,49.795,The Fasting Blood Glucose Test — requires 8+ hours of fasting; measures baseline blood glucose level,True,somewhat,,0,0,,1,0,1,3703,0,"Which diabetes diagnostic test requires fasting beforehand, and what does the test measure?"
99,99,0,0,0,find,extension,51.281,Ocean warming,True,somewhat,very,1,0,,0,0,0,1458,0,Which type of evidence shows that oceans are absorbing excess heat from global warming?
98,98,0,0,0,find,control,87.955,Dejima,True,somewhat,,0,0,,2,1,3,10651,0,Which small artificial island in Nagasaki Bay was used to confine foreign traders during Japan's isolation period?
104,104,1,0,1,find,extension,44.552,Dejima,True,very,very,1,0,,0,0,1,1584,0,Which small artificial island in Nagasaki Bay was used to confine foreign traders during Japan's isolation period?
106,106,0,0,0,find,control,86.9,It has significantly increased over the decades,True,somewhat,,0,0,,0,0,1,4163,0,How has the prevalence of diagnosed diabetes changed over time?
107,107,1,0,1,find,control,46.978,About 20% has been cleared or degraded,True,notsure,,0,0,,1,0,0,1586,0,How much of the Amazon rainforest has been lost?
105,105,1,0,1,find,control,84.228,It has significantly increased over the decades,True,guessed,,0,0,,0,0,0,738,0,How has the prevalence of diagnosed diabetes changed over time?
98,98,1,0,1,find,extension,36.365,About 2°F (1°C) warmer,True,very,very,1,0,,0,0,0,2380,0,How much has global temperature increased since the late 19th century?
97,97,0,0,0,find,extension,131.177,Edgbaston (Birmingham) England in the 1860s,True,somewhat,somewhat,1,0,,0,0,0,0,0,Where and when was tennis first played in something like its modern form?
99,99,1,0,1,find,control,51.508,It has significantly increased over the decades,True,somewhat,,0,0,,0,0,0,943,0,How has the prevalence of diagnosed diabetes changed over time?
106,106,1,0,1,find,extension,34.324,Quebrada Carhuasanta,True,very,somewhat,1,0,,0,0,0,3427,0,Which stream emerges from Nevado Mismi before eventually contributing to the Apurímac River system?
97,97,1,0,1,find,control,41.386,Approximately $2.08 billion,True,somewhat,,0,0,,1,0,2,4789,0,How much did Taylor Swift earn from the Eras Tour?
102,102,0,0,0,find,control,135.519,This phase begins once the third review has been submitted,True,very,,0,0,,0,4,8,10393,0,when could the authors reply back to the reviewers comments
104,104,2,1,0,guide,control,86.941,completed,,very,,0,0,,0,0,22,13424,1,How can you change the position of slide numbers for all slides in a Google Slides presentation?
98,98,2,1,0,guide,control,52.367,completed,,very,,0,0,,0,0,12,6697,0,How can you move the price scale so it appears on the left side of the chart instead of the default position?
107,107,2,1,0,guide,extension,78.659,completed,,very,very,1,0,,0,0,11,11168,1,How can you add page numbers to a Google Doc but start numbering from page 2 instead of page 1?
103,103,0,0,0,find,extension,180.996,The net height was standardized and service rules changed,True,notsure,somewhat,1,0,,0,0,0,0,0,What is one major change in the rules compared with the early version of tennis?
105,105,2,1,0,guide,extension,91.26,partial,,notsure,not,2,0,,0,0,4,7942,0,How can you move the price scale so it appears on the left side of the chart instead of the default position?
108,108,0,0,0,find,control,141.009,It united European monarchies against France,True,very,,0,0,,0,0,0,0,0,Why did the execution of Louis XVI intensify the conflict between revolutionary and counter-revolutionary forces?
101,101,1,0,1,find,control,178.591,It united European monarchies against France,True,guessed,,0,0,,1,6,7,3155,0,Why did the execution of Louis XVI intensify the conflict between revolutionary and counter-revolutionary forces?
100,100,1,0,1,find,extension,180.993,Hornillos Stream,False,guessed,unused,0,0,,1,0,2,11710,0,Which stream emerges from Nevado Mismi before eventually contributing to the Apurímac River system?
107,107,3,1,1,guide,control,36.734,failed,,notsure,,0,0,,0,0,6,5825,0,How can you change the position of slide numbers for all slides in a Google Slides presentation?
99,99,2,1,0,guide,extension,121.074,failed,,notsure,somewhat,1,0,,0,0,16,13162,0,How can you highlight duplicate values in a column using conditional formatting?
109,109,0,0,0,find,extension,35.734,Lighting that allows playing at night,True,somewhat,very,1,0,,0,0,1,6459,0,What makes the Chanhassen Pickleball Complex appealing to players after sunset?
97,97,2,1,0,guide,extension,119.091,partial,,notsure,not,1,0,,0,0,5,11762,1,How can you change the position of slide numbers for all slides in a Google Slides presentation?
107,107,4,2,0,hide,extension,41.699,completed,,very,very,1,15,0.833,0,0,1,1384,0,Hide advertisements
105,105,3,1,1,guide,control,76.44,failed,,guessed,,0,0,,0,0,22,13207,0,Make the sprite move to the mouse pointer continuously.
100,100,2,1,0,guide,control,57.67,completed,,somewhat,,0,0,,0,0,5,5953,3,How can you add page numbers to a Google Doc but start numbering from page 2 instead of page 1?
106,106,2,1,0,guide,control,180.014,failed,,notsure,,0,0,,0,0,0,0,0,How can you highlight duplicate values in a column using conditional formatting?
99,99,3,1,1,guide,control,47.8,completed,,very,,0,0,,0,0,12,7122,1,How can you add page numbers to a Google Doc but start numbering from page 2 instead of page 1?
97,97,3,1,1,guide,control,25.556,failed,,guessed,,0,0,,0,0,1,6547,0,How can you create a view that only shows tasks marked as “Completed”?
107,107,5,2,1,hide,control,24.061,partial,,somewhat,,0,3,0.0,0,0,3,3799,0,hide negative comments about jobs
105,105,4,2,0,hide,extension,26.789,partial,,somewhat,somewhat,1,15,0.292,0,0,1,1649,0,Hide videos that are not related to Optimal Transport
103,103,1,0,1,find,control,47.976,Approximately $2.08 billion,True,very,,0,0,,0,0,0,1291,0,How much did Taylor Swift earn from the Eras Tour?
110,110,1,0,1,find,extension,0.0,Lighting that allows playing at night,True,very,unused,0,0,,0,0,0,0,0,What makes the Chanhassen Pickleball Complex appealing to players after sunset?
104,104,3,1,1,guide,extension,180.002,partial,,somewhat,somewhat,1,0,,0,0,0,0,0,How can you create a view that only shows tasks marked as “Completed”?
106,106,3,1,1,guide,extension,22.418,completed,,very,unused,0,0,,0,0,7,4481,1,How can you add page numbers to a Google Doc but start numbering from page 2 instead of page 1?
101,101,2,1,0,guide,extension,89.536,completed,,somewhat,somewhat,1,0,,0,0,1,2072,3,How can you create a view that only shows tasks marked as “Completed”?
109,109,1,0,1,find,control,60.938,The net height was standardized and service rules changed,True,somewhat,,0,0,,2,0,1,3850,2,What is one major change in the rules compared with the early version of tennis?
97,97,4,2,0,hide,extension,40.848,completed,,very,very,1,11,0.833,0,0,1,2213,0,Hide advertisements
98,98,3,1,1,guide,extension,180.01,failed,,notsure,somewhat,1,0,,0,0,30,40642,0,Make the sprite move to the mouse pointer continuously.
110,110,1,0,1,find,extension,21.375,Approximately $2.08 billion,True,somewhat,very,1,0,,0,0,1,2168,0,How much did Taylor Swift earn from the Eras Tour?
104,104,4,2,0,hide,control,26.945,completed,,very,,0,1,0.125,0,0,2,4519,0,"Hide posts about openclaw or clawbot, etc"
110,110,2,1,0,guide,control,15.741,completed,,very,,0,0,,0,0,5,3770,0,How can you freeze the first row in a Google Sheet so it stays visible when scrolling?
97,97,5,2,1,hide,control,32.9,partial,,somewhat,,0,2,0.154,0,0,6,7429,0,hide negative comments about jobs
105,105,5,2,1,hide,control,114.623,completed,,very,,0,35,0.9,0,0,39,15052,0,hide negative comments about taylor swift
108,108,1,0,1,find,extension,154.906,Once the first reviewer has submitted their review,False,guessed,unused,0,0,,0,0,0,0,0,when could the authors reply back to the reviewers comments
110,110,3,1,1,guide,extension,28.531,completed,,very,unused,0,0,,0,0,6,4720,1,How can you add page numbers to a Google Doc but start numbering from page 2 instead of page 1?
106,106,4,2,0,hide,control,99.463,completed,,somewhat,,0,5,1.0,0,0,7,8632,0,hide negative comments about this movie
109,109,2,1,0,guide,extension,111.053,partial,,notsure,somewhat,1,0,,0,0,8,24667,0,Make the sprite move to the mouse pointer continuously.
101,101,3,1,1,guide,control,139.971,failed,,guessed,,0,0,,0,0,22,23158,0,How can you move the price scale so it appears on the left side of the chart instead of the default position?
110,110,4,2,0,hide,control,52.625,failed,,guessed,,0,16,0.092,0,0,17,8683,2,Hide videos that are not related to Optimal Transport
100,100,3,1,1,guide,extension,180.993,partial,,somewhat,somewhat,3,0,,0,0,8,13490,4,How can you change the position of slide numbers for all slides in a Google Slides presentation?
106,106,5,2,1,hide,extension,35.436,completed,,somewhat,very,1,3,1.0,0,0,1,2758,0,Hide conference acceptance notifitcations
104,104,5,2,1,hide,extension,105.412,failed,,notsure,unused,1,0,0.0,0,0,0,0,0,hideo videos that have advance skills of badminton
111,111,0,0,0,find,extension,42.359,Dejima,True,very,very,1,0,,0,0,1,1771,0,Which small artificial island in Nagasaki Bay was used to confine foreign traders during Japan's isolation period?
103,103,2,1,0,guide,extension,180.997,completed,,somewhat,somewhat,1,0,,0,0,0,0,0,How can you freeze the first row in a Google Sheet so it stays visible when scrolling?
98,98,4,2,0,hide,control,180.014,partial,,somewhat,,0,4,0.091,0,0,0,0,0,Hide posts about credit
108,108,2,1,0,guide,control,94.885,failed,,guessed,,0,0,,0,0,2,8123,0,How can you create a view that only shows tasks marked as “Completed”?
101,101,4,2,0,hide,extension,40.133,completed,,very,very,1,10,1.0,0,0,1,1551,0,hide negative comments about this movie
109,109,3,1,1,guide,control,73.853,completed,,somewhat,,0,0,,0,0,0,0,3,How can you highlight duplicate values in a column using conditional formatting?
98,98,5,2,1,hide,extension,16.95,completed,,very,somewhat,1,7,0.6,0,0,1,793,0,Hide negative comments about ronaldo
110,110,5,2,1,hide,extension,61.359,partial,,somewhat,somewhat,1,15,0.0,0,2,9,7350,0,hide negative comments about taylor swift
111,111,1,0,1,find,control,65.162,About 2°F (1°C) warmer,True,very,,0,0,,1,0,0,2003,0,How much has global temperature increased since the late 19th century?
109,109,4,2,0,hide,extension,28.595,completed,,very,very,1,11,1.0,0,0,1,1312,0,"Hide posts about openclaw or clawbot, etc"
100,100,4,2,0,hide,control,104.027,completed,,somewhat,,0,35,0.192,0,0,37,7661,0,Hide videos that are not related to Optimal Transport
108,108,3,1,1,guide,extension,92.459,completed,,very,very,1,0,,0,0,5,6595,0,How can you move the price scale so it appears on the left side of the chart instead of the default position?
109,109,5,2,1,hide,control,63.579,completed,,somewhat,,0,19,0.127,0,0,0,0,0,hideo videos that have advance skills of badminton
100,100,5,2,1,hide,extension,60.631,completed,,somewhat,somewhat,1,15,0.0,0,0,1,3310,0,hide negative comments about taylor swift
111,111,2,1,0,guide,extension,80.54,completed,,somewhat,very,1,0,,0,0,8,7216,1,How can you change the position of slide numbers for all slides in a Google Slides presentation?
101,101,5,2,1,hide,control,153.516,partial,,somewhat,,0,14,1.0,4,0,15,32012,0,Hide conference acceptance notifitcations
103,103,3,1,1,guide,control,180.029,failed,,guessed,,0,0,,0,0,24,20849,4,How can you add page numbers to a Google Doc but start numbering from page 2 instead of page 1?
111,111,3,1,1,guide,control,65.815,failed,,notsure,,0,0,,1,0,2,5914,7,How can you create a view that only shows tasks marked as “Completed”?
111,111,4,2,0,hide,extension,28.909,completed,,somewhat,very,1,12,1.0,0,0,1,219,0,hide negative comments about this movie
108,108,4,2,0,hide,control,167.089,completed,,very,,0,5,0.455,0,0,0,0,0,Hide posts about credit
111,111,5,2,1,hide,control,56.143,failed,,notsure,,0,1,0.0,1,0,7,7077,0,Hide conference acceptance notifitcations
103,103,4,2,0,hide,extension,119.508,failed,,guessed,not,0,0,0.0,0,0,5,6876,1,Hide posts about credit
108,108,5,2,1,hide,extension,75.223,completed,,very,very,1,7,0.6,0,0,3,5471,0,Hide negative comments about ronaldo
103,103,5,2,1,hide,control,103.105,partial,,notsure,,0,1,0.0,0,0,0,0,0,Hide negative comments about ronaldo
118,118,0,0,0,find,control,32.621,About 2°F (1°C) warmer,True,very,,0,0,,1,0,1,1422,0,How much has global temperature increased since the late 19th century?
126,126,0,0,0,find,control,53.549,The Fasting Blood Glucose Test — requires 8+ hours of fasting; measures baseline blood glucose level,True,somewhat,,0,0,,0,0,0,0,0,"Which diabetes diagnostic test requires fasting beforehand, and what does the test measure?"
122,122,0,0,0,find,control,65.789,Lighting that allows playing at night,True,very,,0,0,,0,0,0,0,0,What makes the Chanhassen Pickleball Complex appealing to players after sunset?
123,123,0,0,0,find,extension,43.707,Edgbaston (Birmingham) England in the 1860s,True,guessed,unused,1,0,,0,0,0,3466,0,Where and when was tennis first played in something like its modern form?
127,127,0,0,0,find,extension,33.834,About 20% has been cleared or degraded,True,very,very,1,0,,0,0,0,3266,0,How much of the Amazon rainforest has been lost?
119,119,0,0,0,find,extension,147.869,It has significantly increased over the decades,True,somewhat,somewhat,1,0,,1,1,3,7482,1,How has the prevalence of diagnosed diabetes changed over time?
129,129,0,0,0,find,extension,17.894,The net height was standardized and service rules changed,True,very,somewhat,1,0,,0,0,0,83,0,What is one major change in the rules compared with the early version of tennis?
123,123,1,0,1,find,control,12.476,Approximately $2.08 billion,True,very,,0,0,,0,0,0,1346,0,How much did Taylor Swift earn from the Eras Tour?
126,126,1,0,1,find,extension,38.095,Quebrada Carhuasanta,True,very,very,1,0,,0,0,0,0,0,Which stream emerges from Nevado Mismi before eventually contributing to the Apurímac River system?
118,118,1,0,1,find,extension,74.147,It has significantly increased over the decades,True,somewhat,unused,0,0,,1,0,2,5738,0,How has the prevalence of diagnosed diabetes changed over time?
120,120,0,0,0,find,control,159.702,Quebrada Carhuasanta,True,guessed,,0,0,,0,0,1,4097,2,Which stream emerges from Nevado Mismi before eventually contributing to the Apurímac River system?
124,124,0,0,0,find,control,153.21,Dejima,True,somewhat,,0,0,,1,6,13,10808,0,Which small artificial island in Nagasaki Bay was used to confine foreign traders during Japan's isolation period?
118,118,2,1,0,guide,control,13.798,completed,,very,,0,0,,0,0,1,3543,1,How can you change the position of slide numbers for all slides in a Google Slides presentation?
119,119,1,0,1,find,control,45.51,Quebrada Carhuasanta,True,somewhat,,0,0,,1,1,1,3633,0,Which stream emerges from Nevado Mismi before eventually contributing to the Apurímac River system?
126,126,2,1,0,guide,control,43.383,completed,,very,,0,0,,0,0,11,12108,0,How can you move the price scale so it appears on the left side of the chart instead of the default position?
127,127,1,0,1,find,control,56.831,It united European monarchies against France,True,somewhat,,0,0,,1,0,0,6962,0,Why did the execution of Louis XVI intensify the conflict between revolutionary and counter-revolutionary forces?
118,118,3,1,1,guide,extension,10.862,failed,,guessed,unused,0,0,,0,0,1,2255,0,How can you create a view that only shows tasks marked as “Completed”?
125,125,0,0,0,find,extension,177.413,Ocean acidification,False,somewhat,very,1,0,,0,0,0,5119,0,Which type of evidence shows that oceans are absorbing excess heat from global warming?
118,118,4,2,0,hide,control,7.127,failed,,guessed,,0,0,0.0,0,0,0,28,0,Hide posts about credit
122,122,1,0,1,find,extension,135.281,The net height was standardized and service rules changed,True,very,somewhat,1,0,,0,0,1,1000,3,What is one major change in the rules compared with the early version of tennis?
120,120,1,0,1,find,extension,79.945,About 20% has been cleared or degraded,True,very,somewhat,1,0,,0,0,5,3459,3,How much of the Amazon rainforest has been lost?
118,118,5,2,1,hide,extension,19.131,failed,,somewhat,not,1,6,0.4,0,0,8,2919,0,Hide negative comments about ronaldo
124,124,1,0,1,find,extension,133.923,About 5°F warmer,False,guessed,not,1,0,,0,1,2,6329,0,How much has global temperature increased since the late 19th century?
119,119,2,1,0,guide,extension,133.812,completed,,very,very,1,0,,0,0,7,13702,0,How can you move the price scale so it appears on the left side of the chart instead of the default position?
123,123,2,1,0,guide,extension,180.009,failed,,notsure,not,1,0,,0,0,21,38705,0,Make the sprite move to the mouse pointer continuously.
124,124,2,1,0,guide,control,32.314,completed,,very,,0,0,,0,0,0,0,3,How can you freeze the first row in a Google Sheet so it stays visible when scrolling?
123,123,3,1,1,guide,control,41.376,failed,,guessed,,0,0,,0,0,1,4574,0,How can you highlight duplicate values in a column using conditional formatting?
119,119,3,1,1,guide,control,57.529,failed,,notsure,,0,0,,0,0,14,8110,0,Make the sprite move to the mouse pointer continuously.
125,125,1,0,1,find,control,167.711,It has significantly increased over the decades,True,notsure,,0,0,,0,0,0,5308,0,How has the prevalence of diagnosed diabetes changed over time?
127,127,2,1,0,guide,extension,180.015,partial,,notsure,somewhat,3,0,,0,0,19,27396,0,How can you highlight duplicate values in a column using conditional formatting?
126,126,3,1,1,guide,extension,180.007,partial,,notsure,somewhat,1,0,,0,0,0,0,0,Make the sprite move to the mouse pointer continuously.
123,123,4,2,0,hide,extension,22.722,completed,,very,very,1,15,0.636,0,0,1,1393,0,Hide posts about credit
122,122,2,1,0,guide,control,163.555,completed,,somewhat,,0,0,,0,0,0,0,0,How can you create a view that only shows tasks marked as “Completed”?
119,119,4,2,0,hide,extension,22.966,completed,,somewhat,very,1,11,1.0,0,0,2,1802,0,"Hide posts about openclaw or clawbot, etc"
127,127,3,1,1,guide,control,27.67,completed,,very,,0,0,,0,0,20,8963,1,How can you add page numbers to a Google Doc but start numbering from page 2 instead of page 1?
120,120,2,1,0,guide,control,180.001,partial,,somewhat,,0,0,,0,0,0,0,0,How can you highlight duplicate values in a column using conditional formatting?
119,119,5,2,1,hide,control,30.061,partial,,somewhat,,0,8,0.038,0,0,8,6983,0,hideo videos that have advance skills of badminton
126,126,4,2,0,hide,control,47.523,partial,,somewhat,,0,4,0.75,0,0,5,10224,0,hide negative comments about this movie
123,123,5,2,1,hide,control,65.856,partial,,somewhat,,0,6,0.4,0,0,8,10999,0,Hide negative comments about ronaldo
124,124,3,1,1,guide,extension,116.966,completed,,somewhat,somewhat,1,0,,0,0,13,13442,0,How can you add page numbers to a Google Doc but start numbering from page 2 instead of page 1?
126,126,5,2,1,hide,extension,39.257,completed,,somewhat,very,1,5,1.0,0,0,1,2631,0,Hide conference acceptance notifitcations
120,120,3,1,1,guide,extension,87.843,completed,,very,somewhat,1,0,,0,0,19,13791,3,How can you add page numbers to a Google Doc but start numbering from page 2 instead of page 1?
125,125,2,1,0,guide,extension,172.164,completed,,very,somewhat,1,0,,0,0,32,37473,20,How can you change the position of slide numbers for all slides in a Google Slides presentation?
122,122,3,1,1,guide,extension,180.009,failed,,very,not,1,0,,0,0,31,24661,0,How can you move the price scale so it appears on the left side of the chart instead of the default position?
127,127,4,2,0,hide,extension,174.195,failed,,notsure,not,4,0,0.0,0,0,25,23509,2,Hide advertisements
124,124,4,2,0,hide,control,167.272,partial,,somewhat,,0,3,0.125,0,0,4,12118,0,"Hide posts about openclaw or clawbot, etc"
124,124,5,2,1,hide,extension,19.595,completed,,somewhat,very,1,15,0.481,0,0,1,1213,0,hideo videos that have advance skills of badminton
127,127,5,2,1,hide,control,90.519,completed,,somewhat,,0,8,0.231,0,0,11,8714,0,hide negative comments about jobs
125,125,3,1,1,guide,control,180.012,failed,,somewhat,,0,0,,0,0,0,0,0,How can you create a view that only shows tasks marked as “Completed”?
122,122,4,2,0,hide,control,180.002,partial,,somewhat,,0,83,0.5,0,0,99,41077,3,Hide advertisements
125,125,4,2,0,hide,extension,47.064,completed,,very,very,1,15,0.292,0,0,1,3985,0,Hide videos that are not related to Optimal Transport
122,122,5,2,1,hide,extension,91.975,completed,,somewhat,very,1,13,0.692,0,0,6,5067,0,hide negative comments about jobs
125,125,5,2,1,hide,control,180.011,partial,,somewhat,,0,35,0.75,0,0,44,14583,0,hide negative comments about taylor swift
129,129,1,0,1,find,control,29.482,Approximately $2.08 billion,True,very,,0,0,,1,0,2,2205,0,How much did Taylor Swift earn from the Eras Tour?
129,129,2,1,0,guide,extension,180.01,failed,,notsure,not,2,0,,0,0,0,0,0,How can you create a view that only shows tasks marked as “Completed”?
129,129,3,1,1,guide,control,46.684,completed,,very,,0,0,,0,0,24,14406,0,How can you move the price scale so it appears on the left side of the chart instead of the default position?
129,129,4,2,0,hide,extension,49.641,completed,,very,very,1,11,1.0,1,0,2,7498,0,"Hide posts about openclaw or clawbot, etc"
129,129,5,2,1,hide,control,111.44,completed,,somewhat,,0,21,0.127,0,0,30,21745,0,hideo videos that have advance skills of badminton
137,137,0,0,0,find,extension,61.511,Dejima,True,somewhat,very,1,0,,0,0,2,2644,2,Which small artificial island in Nagasaki Bay was used to confine foreign traders during Japan's isolation period?
131,131,0,0,0,find,extension,73.336,About 2°F (1°C) warmer,True,very,very,1,0,,0,0,0,0,0,How much has global temperature increased since the late 19th century?
135,135,0,0,0,find,extension,24.304,Lighting that allows playing at night,True,very,very,1,0,,0,1,3,2783,0,What makes the Chanhassen Pickleball Complex appealing to players after sunset?
133,133,0,0,0,find,extension,59.765,Apurímac River,False,notsure,somewhat,1,0,,0,0,0,0,0,Which stream emerges from Nevado Mismi before eventually contributing to the Apurímac River system?
141,141,0,0,0,find,extension,69.996,This phase begins once the third review has been submitted,True,very,very,1,0,,0,0,0,0,0,when could the authors reply back to the reviewers comments
132,132,0,0,0,find,control,68.708,It has significantly increased over the decades,True,somewhat,,0,0,,1,1,2,6109,0,How has the prevalence of diagnosed diabetes changed over time?
143,143,0,0,0,find,extension,53.78,Approximately $2.08 billion,True,very,very,1,0,,0,0,1,2648,0,How much did Taylor Swift earn from the Eras Tour?
138,138,0,0,0,find,control,86.637,Ocean warming,True,somewhat,,0,0,,1,3,8,10169,0,Which type of evidence shows that oceans are absorbing excess heat from global warming?
137,137,1,0,1,find,control,33.364,About 2°F (1°C) warmer,True,very,,0,0,,0,0,0,2144,0,How much has global temperature increased since the late 19th century?
133,133,1,0,1,find,control,35.583,About 20% has been cleared or degraded,True,somewhat,,0,0,,0,0,0,4569,0,How much of the Amazon rainforest has been lost?
147,147,0,0,0,find,extension,76.027,It united European monarchies against France,True,somewhat,somewhat,1,0,,0,0,0,0,0,Why did the execution of Louis XVI intensify the conflict between revolutionary and counter-revolutionary forces?
142,142,0,0,0,find,control,102.102,The net height was standardized and service rules changed,True,very,,0,0,,0,0,0,6240,1,What is one major change in the rules compared with the early version of tennis?
148,148,0,0,0,find,control,108.504,Lighting that allows playing at night,True,very,,0,0,,0,0,0,0,0,What makes the Chanhassen Pickleball Complex appealing to players after sunset?
145,145,0,0,0,find,extension,63.504,It has significantly increased over the decades,True,somewhat,somewhat,1,0,,1,0,0,2053,0,How has the prevalence of diagnosed diabetes changed over time?
144,144,0,0,0,find,control,104.844,About 2°F (1°C) warmer,True,notsure,,0,0,,0,0,0,0,0,How much has global temperature increased since the late 19th century?
146,146,0,0,0,find,control,97.496,Hornillos Stream,False,somewhat,,0,0,,1,0,0,10221,0,Which stream emerges from Nevado Mismi before eventually contributing to the Apurímac River system?
131,131,1,0,1,find,control,73.912,It has significantly increased over the decades,True,somewhat,,0,0,,1,0,0,2640,0,How has the prevalence of diagnosed diabetes changed over time?
141,141,1,0,1,find,control,52.893,Lighting that allows playing at night,True,very,,0,0,,0,0,2,2441,0,What makes the Chanhassen Pickleball Complex appealing to players after sunset?
132,132,1,0,1,find,extension,36.809,Quebrada Carhuasanta,True,very,very,1,0,,0,0,0,1441,0,Which stream emerges from Nevado Mismi before eventually contributing to the Apurímac River system?
140,140,0,0,0,find,control,138.773,About 20% has been cleared or degraded,True,somewhat,,0,0,,1,0,2,1984,0,How much of the Amazon rainforest has been lost?
136,136,0,0,0,find,control,118.436,United States in the 1880s,False,notsure,,0,0,,1,0,1,6360,0,Where and when was tennis first played in something like its modern form?
145,145,1,0,1,find,control,22.608,Hornillos Stream,False,somewhat,,0,0,,1,0,0,577,0,Which stream emerges from Nevado Mismi before eventually contributing to the Apurímac River system?
134,134,0,0,0,find,control,151.553,It caused France's allies to abandon the revolution,False,notsure,,0,0,,1,0,1,8970,0,Why did the execution of Louis XVI intensify the conflict between revolutionary and counter-revolutionary forces?
133,133,2,1,0,guide,extension,44.648,completed,,very,very,1,0,,0,0,5,4235,0,How can you move the price scale so it appears on the left side of the chart instead of the default position?
147,147,1,0,1,find,control,43.29,This phase begins once the third review has been submitted,True,somewhat,,0,0,,1,0,1,2168,0,when could the authors reply back to the reviewers comments
138,138,1,0,1,find,extension,47.776,It has significantly increased over the decades,True,somewhat,somewhat,1,0,,0,0,0,2281,0,How has the prevalence of diagnosed diabetes changed over time?
149,149,0,0,0,find,extension,134.876,Edgbaston (Birmingham) England in the 1860s,True,somewhat,unused,0,0,,0,0,0,0,0,Where and when was tennis first played in something like its modern form?
143,143,1,0,1,find,control,76.258,Dejima,True,somewhat,,0,0,,0,0,1,4812,0,Which small artificial island in Nagasaki Bay was used to confine foreign traders during Japan's isolation period?
142,142,1,0,1,find,extension,58.063,Approximately $2.08 billion,True,very,not,1,0,,0,0,0,0,0,How much did Taylor Swift earn from the Eras Tour?
144,144,1,0,1,find,extension,44.095,It has significantly increased over the decades,True,very,very,1,0,,0,0,0,1735,0,How has the prevalence of diagnosed diabetes changed over time?
